Date,Open,High,Low,Close,Volume
2026-02-17,300.04,304.435,296.25,302.02,39247556
2026-02-18,302.09,305.38,301.25,303.33,28482075
2026-02-19,301.82,305.47,300.04,302.85,25834395
2026-02-20,304.32,316.5,303.9,314.98,53210820
2026-02-23,319.045,319.515,309.865,311.49,31422974
2026-02-24,310.515,312.27,305.93,310.9,25615646
2026-02-25,312.06,313.64,309.44,312.9,29963621
2026-02-26,312.64,313.14,302.345,307.38,36431231
2026-02-27,304.135,312.37,303.8,311.76,44640640
2026-03-02,303.225,308.49,301.3,306.52,34790203
2026-03-03,298.59,303.94,296.71,303.58,35496961
2026-03-04,302.89,305.47,300.75,303.13,29536190
2026-03-05,303.035,303.3,297.99,300.88,35752321
2026-03-06,296.09,300.53,295.18,298.52,25576916
2026-03-09,294.36,306.8,294.08,306.36,29312149
2026-03-10,306.17,309.51,305.5704,307.04,23239684
2026-03-11,306.75,311.42,305.92,308.7,24125714
2026-03-12,306.82,308.94,301.03,303.55,24928347
2026-03-13,307.01,307.69,300.44,302.28,23693092
2026-03-16,304.35,306.4886,303.0201,305.56,23519709
2026-03-17,305.86,311.42,305.5,310.92,21955171
2026-03-18,309.27,312.47,306.932,307.69,20009815
2026-03-19,304.005,308.06,302.35,307.13,25075831
2026-03-20,305.46,306.0,298.27,301.0,44364079
2026-03-23,302.11,305.98,300.93,302.06,29326946
2026-03-24,299.2,299.92,290.33,290.44,36864278
2026-03-25,293.44,296.0,289.24,290.93,29460669
2026-03-26,287.91,287.95,278.5,280.92,39080578
2026-03-27,277.275,279.37,273.95,274.34,35890612
2026-03-30,276.42,277.09,272.11,273.5,35141244
2026-03-31,278.04,288.08,277.09,287.56,43875400
2026-04-01,290.835,300.52,290.41,297.39,37684462
2026-04-02,290.69,298.08,289.45,295.77,21666465
2026-04-06,295.87,300.62,295.18,299.99,16945494
2026-04-07,302.725,305.63,297.72,305.46,23205361
2026-04-08,320.445,322.08,315.02,317.32,33547140
2026-04-09,315.905,319.54,311.06,318.49,23739173
2026-04-10,320.015,321.83,316.32,317.24,19152630
2026-04-13,317.135,321.63,315.47,321.31,18866424
2026-04-14,324.785,333.29,323.75,332.91,27721351
2026-04-15,332.89,337.48,330.9,337.12,24918842
2026-04-16,338.75,339.88,334.52,336.02,20541487
2026-04-17,337.65,342.32,336.24,341.68,25581881
2026-04-20,340.755,341.4,336.61,337.42,18784226
2026-04-21,337.685,339.34,331.35,332.29,23123795
2026-04-22,337.02,339.82,335.17,339.32,20293014
2026-04-23,341.18,341.96,336.18,338.89,18650256
2026-04-24,338.725,345.27,335.39,344.4,26426061
2026-04-27,345.98,353.18,342.73,350.34,28576887
2026-04-28,348.55,352.42,346.12,349.78,27824052
2026-04-29,347.565,355.79,344.21,349.94,35376328
2026-04-30,374.07,385.84,365.82,384.8,72039993
2026-05-01,381.63,386.76,379.05,385.69,30105226
2026-05-04,385.63,387.38,379.79,383.25,26298574
2026-05-05,386.23,392.8199,384.02,388.43,23878626
2026-05-06,394.245,399.8499,392.76,398.04,31308476
2026-05-07,399.92,400.1,392.68,397.99,24433490
2026-05-08,397.0,402.0,396.36,400.8,21461849
2026-05-11,393.645,397.44,388.47,388.64,30753738
2026-05-12,387.34,388.52,382.77,387.35,26017488
2026-05-13,385.595,403.7,385.0,402.62,28144555
2026-05-14,397.28,402.93,395.84,401.07,21136716
2026-05-15,396.315,399.5399,393.18,396.78,20309702
2026-05-18,395.685,408.61,394.53,396.94,26837196
2026-05-19,396.96,397.15,386.11,387.66,39545672
2026-05-20,387.7,393.8599,382.9,388.91,30504055
2026-05-21,385.7,392.5,383.02,387.66,24852843
2026-05-22,387.345,388.74,381.7716,382.97,20442123
2026-05-26,384.51,389.2599,382.6,388.88,27747388
2026-05-27,386.665,393.88,385.9,388.83,23087287
2026-05-28,388.0,391.87,385.16,390.13,24357455
2026-05-29,385.24,385.24,378.46,380.34,44415846
2026-06-01,376.52,378.56,373.52,376.37,28672120
2026-06-02,366.59,373.54,358.44,361.85,50412300
2026-06-03,362.03,366.45,358.08,358.99,55441583
2026-06-04,358.9,373.2499,358.21,372.19,44055520
2026-06-05,366.34,372.08,364.1207,368.53,37471206
2026-06-08,365.18,366.2,360.5309,363.31,27942464
2026-06-09,367.09,372.08,357.3,364.26,29535072
2026-06-10,363.19,368.555,355.2,356.38,32357132
2026-06-11,355.925,358.8,346.36,357.77,35538165
2026-06-12,362.62,366.57,354.94,359.68,24731019
2026-06-15,367.93,372.99,366.55,369.35,27727493
2026-06-16,369.6,376.0,367.06,373.25,24876095
2026-06-17,369.125,372.33,362.02,363.79,24543644
2026-06-18,365.75,369.48,358.67,368.03,44470070
2026-06-22,357.945,358.92,341.7219,349.68,52814764
2026-06-23,340.69,349.29,340.2,346.13,34007652
2026-06-24,349.035,353.476,341.93,345.29,44997277
2026-06-25,336.73,345.57,335.84,343.71,44564576
2026-06-26,342.55,346.36,330.2,337.39,114706326
2026-06-29,341.825,354.35,340.67,353.65,34213932
2026-06-30,353.865,358.62,350.4,357.37,35237231
2026-07-01,358.37,362.97,356.43,361.21,26736445
2026-07-02,359.48,364.205,353.42,359.91,25999346
2026-07-06,361.55,367.93,357.3805,366.46,26915808
2026-07-07,369.07,373.16,365.5,367.03,24045581
2026-07-08,364.76,367.84,358.02,361.92,22094769
2026-07-09,354.31,359.65,351.08,358.89,24729093
2026-07-10,357.525,357.82,352.75,357.18,18146146
