Date,Open,High,Low,Close,Volume
2026-02-17,639.495,642.6,628.8,639.29,12674739
2026-02-18,633.8,645.0,628.145,643.22,14649196
2026-02-19,638.57,647.19,636.72,644.78,10035698
2026-02-20,639.685,663.3499,638.78,655.66,14183512
2026-02-23,652.54,657.7,636.0,637.25,8605909
2026-02-24,633.08,641.11,628.98,639.3,10135647
2026-02-25,642.53,653.88,642.14,653.69,11330693
2026-02-26,650.55,661.0,647.5,657.01,10637736
2026-02-27,643.45,649.44,638.12,648.18,15703041
2026-03-02,637.16,659.94,634.5,653.56,9816125
2026-03-03,648.29,659.04,638.84,655.08,12263754
2026-03-04,657.96,672.77,657.6711,667.73,10810054
2026-03-05,661.93,670.7,650.31,660.57,13341367
2026-03-06,647.9,649.47,636.11,644.86,13159356
2026-03-09,634.78,647.75,626.78,647.39,13489742
2026-03-10,653.56,660.3,649.0,654.07,9859250
2026-03-11,654.76,659.12,648.36,654.86,8977162
2026-03-12,648.75,653.5,636.9,638.18,11617485
2026-03-13,623.89,629.1699,609.55,613.71,18957637
2026-03-16,632.0,634.75,623.1004,627.45,15134852
2026-03-17,627.985,636.55,621.7,622.66,10348755
2026-03-18,616.34,622.65,614.61,615.68,11726301
2026-03-19,612.15,613.0,602.26,606.7,13247696
2026-03-20,603.53,603.955,587.25,593.66,21214898
2026-03-23,605.787,608.64,599.01,604.06,13637959
2026-03-24,599.1,601.0,591.0,592.92,10739742
2026-03-25,598.74,603.67,593.4,594.89,12585031
2026-03-26,582.49,583.0,543.35,547.54,35780131
2026-03-27,540.1,543.5999,520.26,525.72,30133010
2026-03-30,536.38,539.55,528.54,536.38,22795203
2026-03-31,549.98,573.69,546.77,572.13,32898272
2026-04-01,580.13,592.5465,573.82,579.23,23608128
2026-04-02,566.035,578.5,559.7,574.46,13518547
2026-04-06,577.69,582.79,572.0,573.02,9515651
2026-04-07,572.48,575.225,564.76,575.05,9580843
2026-04-08,606.0,629.95,591.83,612.42,32036638
2026-04-09,626.97,637.5,623.0,628.39,19012912
2026-04-10,634.47,638.58,624.33,629.86,13294844
2026-04-13,629.5,635.0,624.4,634.53,9538931
2026-04-14,643.22,666.26,639.3705,662.49,17817956
2026-04-15,667.0,678.5,664.22,671.58,14952577
2026-04-16,675.99,677.58,667.75,676.87,9544835
2026-04-17,678.6,691.52,675.13,688.55,16283480
2026-04-20,681.36,683.38,668.0,670.91,12533951
2026-04-21,671.0,676.2,667.33,668.84,8660100
2026-04-22,674.355,678.38,669.75,674.72,9215603
2026-04-23,663.7,669.56,653.05,659.15,11666981
2026-04-24,660.32,680.67,653.8401,675.03,13348279
2026-04-27,670.995,682.5,670.84,678.62,12805222
2026-04-28,674.24,678.18,665.625,671.34,10606755
2026-04-29,668.91,674.25,663.8084,669.12,18947464
2026-04-30,619.32,620.85,600.0,611.91,52764984
2026-05-01,614.69,618.88,606.11,608.745,21404028
2026-05-04,607.935,614.0,602.7501,610.41,16203902
2026-05-05,613.31,614.35,600.36,604.96,17171301
2026-05-06,601.05,619.95,598.1,612.88,19915460
2026-05-07,614.72,624.98,613.5401,616.81,12307372
2026-05-08,615.2,616.77,606.0601,609.63,13556963
2026-05-11,604.57,604.9069,598.0801,598.86,15940622
2026-05-12,594.815,603.745,592.6,603.0,11351559
2026-05-13,598.83,619.9,596.6601,616.63,14634394
2026-05-14,616.0,623.73,615.0,618.43,10651173
2026-05-15,613.99,621.1999,609.31,614.23,13272567
2026-05-18,609.105,615.59,603.69,611.21,13772443
2026-05-19,608.92,613.93,600.55,602.61,11749947
2026-05-20,600.755,608.0,597.81,605.06,11217028
2026-05-21,600.0,609.6,594.8083,607.38,13476078
2026-05-22,607.88,614.81,606.95,610.26,11688623
2026-05-26,608.89,614.47,605.3001,612.34,12234166
2026-05-27,609.395,638.4999,609.0,635.255,23143594
2026-05-28,639.495,643.0,629.31,635.29,16772379
2026-05-29,633.5,634.5,623.35,632.51,19806536
2026-06-01,630.4,635.7499,599.53,600.47,29138805
2026-06-02,603.24,608.88,596.68,597.63,18251964
2026-06-03,603.0,624.15,600.27,622.98,23020056
2026-06-04,623.67,642.4,622.43,627.57,21469248
2026-06-05,623.46,629.145,582.91,593.0,30091610
2026-06-08,592.0,592.0,579.22,585.39,19512436
2026-06-09,591.0,597.63,581.01,584.59,16977383
2026-06-10,580.73,591.32,570.6,570.98,17064048
2026-06-11,565.83,572.17,557.01,568.43,17627966
2026-06-12,572.95,576.07,560.9,566.98,14347769
2026-06-15,579.9,601.27,579.2975,593.48,17653258
2026-06-16,593.65,605.81,592.0,600.21,11344421
2026-06-17,592.002,593.81,566.19,567.58,20478308
2026-06-18,572.82,580.215,563.1,577.22,28824630
2026-06-22,572.02,575.81,559.81,563.85,15405511
2026-06-23,562.245,572.2,561.02,562.2,13103316
2026-06-24,561.89,569.04,555.55,557.67,13963570
2026-06-25,555.553,556.34,540.18,542.87,16968639
2026-06-26,543.34,556.85,540.4,550.25,18867706
2026-06-29,560.0,570.9,558.0,562.6,15011399
2026-06-30,560.94,565.535,551.43,563.29,18111082
2026-07-01,607.91,628.28,595.1,612.91,45536306
2026-07-02,607.895,610.0,580.42,582.9,21750522
2026-07-06,594.84,603.58,581.76,600.29,17674068
2026-07-07,607.59,625.37,603.66,615.58,18560849
2026-07-08,614.385,616.0,598.0105,603.12,13606507
2026-07-09,583.99,633.27,577.07,631.48,26579689
2026-07-10,660.335,677.86,658.01,669.21,40608860
